Data from USB2H080721_04-02-45-683.txt Node
Date: Tue May 16 04:02:45 BRT 2023
User: Quark
Spectrometer: USB2+H08072
Trigger mode: 4
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
338,582	128,88
338,96	128,88
339,338	128,88
339,716	11,85
340,094	-20,92
340,472	-9,22
340,85	103,13
341,228	-63,05
341,606	-20,92
341,984	-25,6
342,362	-16,24
342,74	18,87
343,117	25,89
343,495	-39,64
343,873	23,55
344,25	7,17
344,628	-65,39
345,005	-9,22
345,383	-39,64
345,76	-39,64
346,138	72,7
346,515	68,02
346,893	37,59
347,27	49,3
347,647	58,66
348,024	98,45
348,402	119,51
348,779	46,96
349,156	44,62
349,533	84,41
349,91	46,96
350,287	42,28
350,664	-16,24
351,041	199,09
351,417	86,75
351,794	159,3
352,171	114,83
352,548	166,32
352,925	173,35
353,301	124,19
353,678	156,96
354,054	145,26
354,431	131,22
354,807	112,49
355,184	206,11
355,56	152,28
355,937	201,43
356,313	119,51
356,689	140,58
357,066	217,82
357,442	142,92
357,818	145,26
358,194	180,37
358,57	119,51
358,946	210,79
359,322	82,07
359,698	171,01
360,074	201,43
360,45	192,07
360,826	220,16
361,202	119,51
361,577	161,64
361,953	178,03
362,329	161,64
362,705	142,92
363,08	159,3
363,456	119,51
363,831	79,72
364,207	61
364,582	96,11
364,958	84,41
365,333	140,58
365,708	149,94
366,084	117,17
366,459	173,35
366,834	68,02
367,209	159,3
367,584	112,49
367,959	147,6
368,334	133,56
368,709	161,64
369,084	107,81
369,459	163,98
369,834	149,94
370,209	124,19
370,584	89,09
370,959	103,13
371,333	138,24
371,708	68,02
372,083	142,92
372,457	147,6
372,832	131,22
373,206	124,19
373,581	103,13
373,955	138,24
374,33	163,98
374,704	145,26
375,078	145,26
375,453	133,56
375,827	79,72
376,201	192,07
376,575	182,71
376,949	147,6
377,323	180,37
377,697	166,32
378,071	222,5
378,445	140,58
378,819	189,73
379,193	161,64
379,567	149,94
379,941	107,81
380,315	142,92
380,688	93,77
381,062	149,94
381,436	180,37
381,809	117,17
382,183	131,22
382,556	145,26
382,93	178,03
383,303	171,01
383,676	105,47
384,05	105,47
384,423	168,66
384,796	149,94
385,17	98,45
385,543	117,17
385,916	107,81
386,289	152,28
386,662	175,69
387,035	152,28
387,408	93,77
387,781	135,9
388,154	147,6
388,527	217,82
388,9	173,35
389,272	166,32
389,645	135,9
390,018	63,34
390,39	168,66
390,763	140,58
391,136	42,28
391,508	128,88
391,881	110,15
392,253	154,62
392,626	194,41
392,998	98,45
393,37	117,17
393,742	121,85
394,115	93,77
394,487	147,6
394,859	178,03
395,231	72,7
395,603	107,81
395,975	82,07
396,347	145,26
396,719	180,37
397,091	180,37
397,463	147,6
397,835	163,98
398,207	231,86
398,578	173,35
398,95	63,34
399,322	100,79
399,693	213,14
400,065	152,28
400,437	91,43
400,808	112,49
401,18	161,64
401,551	199,09
401,922	154,62
402,294	79,72
402,665	180,37
403,036	180,37
403,408	119,51
403,779	178,03
404,15	96,11
404,521	131,22
404,892	168,66
405,263	159,3
405,634	196,75
406,005	196,75
406,376	119,51
406,747	133,56
407,118	138,24
407,488	182,71
407,859	126,54
408,23	84,41
408,6	124,19
408,971	126,54
409,342	147,6
409,712	149,94
410,083	149,94
410,453	156,96
410,823	126,54
411,194	156,96
411,564	224,84
411,934	98,45
412,305	166,32
412,675	131,22
413,045	135,9
413,415	187,39
413,785	121,85
414,155	124,19
414,525	189,73
414,895	140,58
415,265	103,13
415,635	135,9
416,005	147,6
416,375	163,98
416,744	37,59
417,114	117,17
417,484	140,58
417,853	138,24
418,223	147,6
418,592	173,35
418,962	140,58
419,331	135,9
419,701	189,73
420,07	128,88
420,439	142,92
420,809	119,51
421,178	180,37
421,547	175,69
421,916	105,47
422,285	175,69
422,655	140,58
423,024	114,83
423,393	126,54
423,762	100,79
424,13	138,24
424,499	213,14
424,868	138,24
425,237	187,39
425,606	156,96
425,974	159,3
426,343	117,17
426,712	77,38
427,08	103,13
427,449	163,98
427,817	68,02
428,186	131,22
428,554	128,88
428,923	110,15
429,291	121,85
429,659	147,6
430,028	121,85
430,396	140,58
430,764	142,92
431,132	168,66
431,5	156,96
431,868	344,21
432,236	131,22
432,604	163,98
432,972	135,9
433,34	140,58
433,708	180,37
434,076	154,62
434,443	203,77
434,811	156,96
435,179	171,01
435,546	124,19
435,914	234,2
436,282	149,94
436,649	131,22
437,017	171,01
437,384	138,24
437,751	185,05
438,119	199,09
438,486	107,81
438,853	166,32
439,221	117,17
439,588	175,69
439,955	166,32
440,322	154,62
440,689	128,88
441,056	173,35
441,423	241,22
441,79	166,32
442,157	142,92
442,524	119,51
442,89	171,01
443,257	149,94
443,624	201,43
443,991	236,54
444,357	189,73
444,724	93,77
445,09	142,92
445,457	133,56
445,823	133,56
446,19	178,03
446,556	61
446,923	91,43
447,289	140,58
447,655	192,07
448,021	156,96
448,387	238,88
448,754	173,35
449,12	105,47
449,486	126,54
449,852	135,9
450,218	110,15
450,584	180,37
450,95	199,09
451,315	100,79
451,681	229,52
452,047	189,73
452,413	126,54
452,778	82,07
453,144	171,01
453,51	196,75
453,875	131,22
454,241	131,22
454,606	114,83
454,972	187,39
455,337	112,49
455,702	262,29
456,068	187,39
456,433	86,75
456,798	206,11
457,163	142,92
457,528	105,47
457,893	208,45
458,259	142,92
458,624	147,6
458,989	161,64
459,353	138,24
459,718	194,41
460,083	107,81
460,448	224,84
460,813	163,98
461,177	220,16
461,542	440,17
461,907	147,6
462,271	65,68
462,636	84,41
463	65,68
463,365	86,75
463,729	131,22
464,094	147,6
464,458	138,24
464,822	206,11
465,187	175,69
465,551	126,54
465,915	163,98
466,279	149,94
466,643	163,98
467,007	140,58
467,371	171,01
467,735	89,09
468,099	163,98
468,463	138,24
468,827	121,85
469,191	79,72
469,554	79,72
469,918	140,58
470,282	147,6
470,645	227,18
471,009	103,13
471,372	91,43
471,736	100,79
472,099	182,71
472,463	107,81
472,826	135,9
473,189	154,62
473,553	114,83
473,916	187,39
474,279	171,01
474,642	131,22
475,005	171,01
475,369	163,98
475,732	187,39
476,095	121,85
476,458	140,58
476,82	156,96
477,183	161,64
477,546	138,24
477,909	147,6
478,272	128,88
478,634	86,75
478,997	119,51
479,36	163,98
